order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
987629,163517,prior,4,5,15,19.0
3370769,163517,prior,5,0,14,16.0
1620880,163517,prior,6,4,13,18.0
3087843,163517,prior,7,2,12,5.0
2413138,163517,prior,8,5,19,3.0
1168652,163517,prior,9,5,10,7.0
2852448,163517,prior,10,4,8,20.0
1040880,163517,prior,11,0,1,30.0
2613599,163527,prior,6,0,11,30.0
1193335,163537,prior,6,1,11,4.0
392511,163560,prior,6,2,11,4.0
379696,163560,prior,12,5,19,2.0
3116171,163560,prior,18,5,8,2.0
2620615,163569,prior,7,4,19,9.0
2240028,163572,prior,1,0,9,
2251304,163572,prior,3,1,16,7.0
318306,163572,prior,5,0,20,15.0
2369248,163572,prior,6,0,16,21.0
2340872,163572,prior,7,0,10,7.0
52441,163572,prior,10,6,13,6.0
1108687,163572,prior,11,1,16,9.0
2953311,163572,prior,15,0,10,7.0
486036,163576,prior,17,0,16,4.0
3378469,163579,prior,6,1,20,6.0
2692113,163579,prior,46,0,13,3.0
1950471,163581,prior,16,2,11,27.0
453148,163584,prior,1,3,12,
3025854,163586,prior,5,6,16,30.0
781468,163587,prior,4,0,15,6.0
1836545,163587,prior,5,5,18,12.0
954666,163587,prior,6,0,10,9.0
1509908,163596,prior,12,0,18,30.0
3368609,163596,prior,17,6,12,6.0
921822,163607,prior,1,0,12,
1124741,163607,prior,3,6,15,28.0
3072659,163610,prior,4,0,8,19.0
2603808,163610,prior,11,4,9,7.0
3205600,163616,prior,6,1,12,30.0
695479,163620,prior,5,5,17,30.0
131759,163621,prior,1,0,11,
625490,163621,prior,3,1,16,21.0
677287,163622,prior,4,0,11,12.0
625851,163627,prior,2,3,12,2.0
607458,163633,prior,21,0,11,9.0
1423894,163655,prior,8,3,14,8.0
3197272,163664,prior,16,2,13,12.0
973592,163671,prior,2,1,14,30.0
2241501,163671,prior,8,1,18,5.0
967567,163671,prior,9,0,7,20.0
3013646,163671,prior,10,6,17,13.0
206435,163671,prior,11,6,11,28.0
2593410,163671,prior,14,2,16,17.0
3215706,163674,prior,3,3,6,18.0
1985845,163674,prior,4,4,12,8.0
2788791,163674,prior,5,2,7,12.0
302784,163674,prior,8,1,18,14.0
3071371,163674,prior,9,0,9,20.0
2869940,163674,prior,12,2,9,15.0
372764,163674,prior,23,5,17,5.0
2358200,163674,prior,30,1,13,2.0
3041196,163679,prior,2,2,14,13.0
1284475,163682,prior,2,0,14,7.0
2186766,163682,prior,35,1,13,10.0
2660782,163695,prior,1,3,20,
2590608,163708,prior,1,0,15,
1308315,163727,prior,3,6,15,2.0
3420086,163732,prior,1,1,21,
503793,163739,prior,1,4,22,
653995,163739,prior,33,2,21,16.0
1857811,163743,prior,2,6,14,30.0
1989838,163750,prior,29,0,13,5.0
1063118,163750,prior,49,5,12,1.0
1310340,163750,prior,51,3,9,2.0
2135436,163750,prior,53,4,19,0.0
2089921,163750,prior,54,1,9,4.0
2149129,163750,prior,79,3,8,6.0
1002735,163750,prior,90,5,17,1.0
3129406,163751,prior,6,1,23,9.0
2006185,163755,prior,1,3,15,
2924062,163758,prior,11,1,16,1.0
218313,163761,prior,10,4,13,7.0
2318854,163782,prior,17,0,20,7.0
3247986,163782,prior,19,0,11,8.0
553352,163782,prior,35,1,10,1.0
3282011,163782,prior,44,6,13,6.0
1747891,163784,prior,3,4,15,1.0
2315715,163784,prior,47,2,17,4.0
2943294,163784,prior,58,4,14,7.0
1340196,163784,prior,65,3,14,4.0
1387641,163790,prior,9,5,15,17.0
78529,163790,prior,10,3,11,5.0
2418002,163790,prior,13,4,10,9.0
440202,163790,prior,14,2,9,19.0
211015,163794,prior,13,6,17,7.0
2609486,163810,prior,5,0,12,2.0
1098352,163812,prior,13,6,14,30.0
2496356,163821,prior,14,0,17,30.0
3239414,163827,prior,3,5,20,4.0
2245467,163827,prior,6,1,8,8.0
1411182,163827,prior,12,6,9,7.0
1638437,163875,prior,14,3,11,30.0
2916397,163875,prior,17,1,7,10.0
1813764,163880,prior,18,0,9,7.0
2153604,163880,prior,41,4,16,17.0
1073510,163907,prior,23,4,13,20.0
2739095,163908,prior,12,2,19,9.0
3372729,163915,prior,7,4,9,4.0
2064165,163972,prior,12,3,12,2.0
1903906,163972,prior,17,6,10,7.0
2237314,163972,prior,22,6,11,5.0
1129402,163972,prior,27,0,12,2.0
223375,163972,prior,37,3,16,2.0
2231423,163972,prior,45,5,17,1.0
2258261,163972,prior,69,0,8,1.0
1465624,163990,prior,2,6,16,30.0
1793352,163991,prior,2,3,8,2.0
2954480,163993,prior,8,0,11,7.0
1924280,163993,prior,11,6,12,11.0
2794907,163993,prior,42,5,10,5.0
3192628,163999,prior,1,0,14,
2456113,164003,prior,3,2,10,3.0
129358,164003,prior,8,0,9,4.0
1781121,164011,prior,2,2,15,30.0
3208687,164023,prior,3,0,23,7.0
544823,164023,prior,4,3,9,10.0
1069164,164023,prior,5,1,17,12.0
3396469,164041,prior,31,1,12,7.0
1200451,164044,prior,9,0,18,4.0
2926520,164067,prior,9,1,7,30.0
3088289,164078,prior,2,2,11,5.0
2303057,164103,prior,18,5,11,8.0
336882,164103,prior,19,5,11,7.0
1081433,164103,prior,20,5,16,7.0
1257346,164103,prior,21,5,15,7.0
1001256,164103,prior,22,5,16,7.0
55536,164103,prior,23,5,12,7.0
1798137,164103,prior,24,5,18,7.0
2116322,164103,prior,25,5,18,7.0
598551,164103,prior,26,6,21,8.0
694087,164103,prior,32,5,11,3.0
2636404,164103,prior,34,5,14,3.0
911007,164113,prior,3,1,16,15.0
211301,164120,prior,2,6,13,7.0
3303582,164126,prior,6,3,8,2.0
1564983,164126,prior,8,3,10,2.0
1025090,164126,prior,10,1,10,4.0
1655875,164130,prior,4,1,7,1.0
2498725,164130,prior,7,0,12,2.0
2914713,164130,prior,8,0,14,21.0
286012,164130,prior,13,0,15,3.0
2959267,164130,prior,15,0,10,23.0
612688,164130,prior,36,6,7,12.0
376251,164131,prior,6,4,17,29.0
861889,164135,prior,4,6,13,0.0
63298,164137,prior,5,5,17,20.0
1316824,164137,prior,8,6,13,21.0
2452120,164149,prior,2,5,14,7.0
949688,164151,prior,2,0,19,30.0
1495009,164151,prior,5,2,10,5.0
2476599,164151,prior,8,1,11,7.0
396626,164151,prior,9,1,8,7.0
3369516,164151,prior,13,3,13,8.0
2097097,164151,prior,14,1,11,26.0
1614836,164151,prior,15,4,9,24.0
1472783,164156,prior,2,0,8,7.0
2706120,164163,prior,1,5,16,
2480477,164163,prior,2,5,15,14.0
814245,164163,prior,3,0,13,16.0
3340128,164163,prior,4,6,14,30.0
1205694,164163,prior,5,6,16,28.0
1119810,164163,prior,6,4,18,19.0
1809342,164163,prior,7,6,14,16.0
1878470,164163,prior,11,3,17,25.0
631046,164163,prior,13,3,16,10.0
3392943,164163,prior,15,5,14,8.0
891969,164163,prior,17,1,16,13.0
6224,164182,prior,9,4,10,2.0
1138085,164212,prior,1,2,8,
2364232,164212,prior,60,0,8,4.0
1703375,164219,prior,9,4,23,11.0
1824541,164239,prior,2,3,22,30.0
850778,164239,prior,6,4,10,21.0
1224373,164254,prior,27,6,17,2.0
3064755,164257,prior,13,5,18,13.0
2543786,164266,prior,5,1,9,19.0
1989067,164270,prior,3,4,10,3.0
1141838,164271,prior,2,2,19,7.0
1474025,164281,prior,2,2,14,10.0
3400220,164286,prior,10,4,18,17.0
519391,164334,prior,2,0,12,28.0
783554,164334,prior,6,0,16,7.0
1456633,164334,prior,11,1,16,8.0
631260,164334,prior,13,0,15,7.0
1987863,164334,prior,15,0,12,7.0
1342308,164334,prior,19,0,11,7.0
2016362,164334,prior,24,6,15,5.0
2665551,164334,prior,28,6,11,12.0
1294498,164342,prior,10,0,13,30.0
1038063,164348,prior,2,1,14,7.0
1252343,164348,prior,4,2,12,8.0
3183835,164353,prior,6,0,21,11.0
1251458,164359,prior,38,0,11,14.0
2801509,164368,prior,4,4,13,9.0
2346043,164383,prior,5,2,8,13.0
2334418,164394,prior,6,0,12,16.0
3045419,164394,prior,7,4,19,11.0
229091,164401,prior,13,3,14,13.0
966526,164401,prior,14,2,15,20.0
1612802,164401,prior,15,4,10,16.0
3187777,164405,prior,2,0,16,22.0
3220725,164405,prior,3,2,20,23.0
774622,164405,prior,6,0,10,30.0
700556,164410,prior,2,3,14,8.0
1081927,164413,prior,4,6,9,21.0
3219257,164413,prior,5,6,15,21.0
1955797,164413,prior,8,6,15,5.0
2642345,164417,prior,14,1,15,3.0
2722558,164421,prior,5,0,8,7.0
58218,164421,prior,7,2,17,6.0
3093111,164421,prior,8,3,11,8.0
634889,164421,prior,10,0,18,20.0
2339161,164421,prior,11,0,21,7.0
1959935,164421,prior,13,6,12,3.0
1167643,164421,prior,14,4,19,5.0
2909642,164421,prior,15,0,22,10.0
2994392,164421,prior,16,0,10,14.0
3102015,164421,prior,17,4,12,4.0
2064661,164421,prior,19,4,19,6.0
2006399,164421,prior,26,4,12,4.0
2313321,164421,prior,27,1,12,4.0
2652575,164421,prior,30,1,14,9.0
1169662,164421,prior,33,1,12,7.0
544825,164421,prior,42,6,17,6.0
2546760,164421,prior,51,4,17,5.0
981440,164422,prior,18,2,19,30.0
1423659,164423,prior,1,0,14,
2190346,164444,prior,31,6,12,5.0
484213,164499,prior,4,3,12,30.0
1930893,164507,prior,4,2,8,4.0
733669,164526,prior,12,5,7,25.0
1602104,164532,prior,2,6,16,30.0
422553,164541,prior,5,6,16,12.0
3361393,164541,prior,19,6,8,6.0
245610,164542,prior,31,3,7,2.0
2183880,164557,prior,3,2,14,30.0
1935118,164558,prior,1,6,17,
1877570,164558,prior,6,3,14,28.0
1088934,164558,prior,7,6,16,24.0
2161423,164558,prior,12,0,14,10.0
415933,164558,prior,14,4,15,8.0
1660925,164558,prior,16,5,13,22.0
2600665,164558,prior,17,6,18,29.0
1448507,164559,prior,5,6,14,27.0
1870069,164560,prior,1,0,15,
675156,164563,prior,11,3,11,8.0
1833214,164583,prior,3,1,10,25.0
2451417,164589,prior,3,0,11,8.0
3129286,164589,prior,6,0,12,5.0
1205478,164589,prior,7,1,10,8.0
1861531,164589,prior,10,5,16,13.0
2972000,164589,prior,15,1,16,8.0
707010,164589,prior,30,6,17,6.0
1015245,164589,prior,31,0,15,8.0
1986463,164589,prior,35,2,12,9.0
2811375,164589,prior,36,3,12,8.0
1812920,164589,prior,37,2,12,6.0
3208798,164589,prior,39,0,12,7.0
2650198,164589,prior,40,1,14,8.0
974902,164589,prior,41,3,12,2.0
3109927,164589,prior,43,5,8,3.0
103169,164589,prior,44,0,11,9.0
96619,164589,prior,45,0,14,7.0
1171408,164603,prior,7,1,16,6.0
2847580,164605,prior,14,3,14,2.0
463101,164632,prior,11,5,16,14.0
2559735,164650,prior,5,6,16,30.0
351199,164655,prior,1,0,8,
1458738,164657,prior,1,3,11,
350685,164657,prior,15,1,10,6.0
390296,164661,prior,24,6,12,29.0
131776,164661,prior,27,0,7,30.0
3404626,164676,prior,5,3,16,6.0
2526540,164681,prior,5,1,14,30.0
2623447,164702,prior,14,1,17,1.0
1185966,164715,prior,3,5,10,2.0
696743,164715,prior,5,5,15,7.0
1164495,164715,prior,7,2,14,30.0
267185,164715,prior,14,4,11,13.0
1519480,164716,prior,2,4,19,28.0
1683745,164718,prior,3,1,21,30.0
1551477,164732,prior,7,0,15,4.0
1243243,164732,prior,19,0,16,4.0
2507632,164732,prior,44,0,13,3.0
1559351,164732,prior,48,0,13,3.0
1982865,164734,prior,7,5,11,15.0
3355772,164734,prior,12,2,20,15.0
2924945,164734,prior,14,6,18,22.0
2531705,164740,prior,1,0,17,
527575,164750,prior,1,5,19,
1141131,164750,prior,11,0,16,2.0
158038,164750,prior,17,1,20,5.0
1519933,164755,prior,15,5,12,9.0
378189,164788,prior,7,3,19,30.0
2499125,164789,prior,5,4,15,11.0
1982824,164789,prior,6,5,11,29.0
2281425,164789,prior,7,6,15,8.0
2163216,164789,prior,8,1,11,30.0
3251017,164789,prior,9,1,17,30.0
565744,164792,prior,16,2,9,5.0
3264036,164811,prior,8,4,10,4.0
2123619,164811,prior,21,6,20,9.0
40430,164821,prior,2,4,11,29.0
2640541,164821,prior,4,2,14,30.0
2715351,164821,prior,5,1,11,30.0
309696,164821,prior,6,2,14,22.0
570521,164825,prior,1,1,9,
1721214,164825,prior,3,3,14,7.0
1049022,164825,prior,4,1,15,5.0
1612748,164825,prior,5,4,10,10.0
337090,164825,prior,6,4,10,14.0
96238,164825,prior,7,3,12,6.0
3393440,164825,prior,9,5,11,7.0
1074574,164825,prior,10,5,15,14.0
1150939,164825,prior,12,1,14,3.0
3414283,164825,prior,13,6,18,5.0
579554,164825,prior,14,2,15,17.0
104274,164825,prior,17,2,17,14.0
1700889,164825,prior,18,1,8,13.0
935882,164825,prior,19,4,15,24.0
119646,164825,prior,23,5,16,30.0
1484563,164825,prior,24,1,13,17.0
2030821,164834,prior,3,5,9,21.0
2544745,164836,prior,10,0,17,8.0
1829457,164836,prior,18,4,11,6.0
1453904,164838,prior,7,4,9,10.0
3031983,164838,prior,8,2,8,5.0
1791884,164838,prior,15,2,23,7.0
24682,164838,prior,17,2,10,27.0
1233590,164838,prior,28,1,7,8.0
236532,164838,prior,33,5,12,21.0
2925628,164839,prior,54,3,7,6.0
2205658,164839,prior,55,3,16,0.0
2805988,164840,prior,2,1,17,20.0
2322370,164840,prior,3,2,14,8.0
1220777,164840,prior,5,1,11,11.0
1632875,164840,prior,6,1,11,0.0
3092732,164840,prior,7,1,8,7.0
2399837,164840,prior,8,2,12,8.0
2320029,164840,prior,9,0,10,19.0
1781388,164840,prior,14,1,10,6.0
782838,164840,prior,15,2,13,8.0
1907762,164840,prior,18,6,11,7.0
1181406,164840,prior,19,6,22,7.0
1514667,164840,prior,20,0,12,8.0
1406102,164840,prior,21,6,20,6.0
343230,164840,prior,22,6,19,7.0
2701533,164840,prior,23,6,19,7.0
2745102,164840,prior,24,0,22,8.0
2528408,164840,prior,25,5,20,12.0
221148,164840,prior,26,0,12,9.0
755020,164840,prior,28,6,15,8.0
2540310,164840,prior,29,1,14,16.0
356104,164840,prior,31,6,20,7.0
647075,164840,prior,41,6,19,7.0
270166,164855,prior,3,0,10,30.0
60066,164855,prior,4,6,11,6.0
2985568,164855,prior,6,0,10,9.0
2666716,164855,prior,10,6,11,6.0
866485,164857,prior,4,1,9,30.0
1395948,164857,prior,8,1,20,30.0
1172577,164861,prior,3,6,18,11.0
1608523,164862,prior,5,5,17,17.0
1408028,164862,prior,6,4,17,20.0
3091920,164886,prior,5,5,18,30.0
434709,164898,prior,4,6,7,2.0
2950860,164899,prior,5,1,18,23.0
2969466,164906,prior,10,1,13,2.0
2347814,164906,prior,12,5,9,6.0
3411751,164906,prior,13,1,13,3.0
984140,164906,prior,33,0,15,6.0
2493972,164906,prior,36,6,19,5.0
3415687,164906,prior,37,6,21,7.0
1904687,164906,prior,42,5,16,5.0
1281584,164906,prior,44,1,19,1.0
3382139,164906,prior,47,3,20,3.0
53706,164906,prior,50,6,21,6.0
1217859,164906,prior,56,6,12,14.0
205696,164906,prior,58,0,16,4.0
1767839,164906,prior,59,0,10,7.0
3185063,164906,prior,63,0,18,1.0
889199,164906,prior,69,0,16,1.0
1224294,164906,prior,70,6,17,6.0
1016847,164906,prior,72,0,10,7.0
3283102,164906,prior,75,4,18,1.0
868207,164906,prior,76,0,16,3.0
3271058,164906,prior,86,0,14,1.0
3412686,164906,prior,89,5,18,2.0
1686893,164906,prior,92,0,4,4.0
746953,164906,prior,95,0,18,1.0
3202144,164906,prior,97,5,18,3.0
2527018,164906,prior,99,3,17,3.0
445209,164918,prior,9,0,9,3.0
1501341,164918,prior,24,0,13,3.0
2082466,164918,prior,29,1,20,7.0
1931808,164918,prior,36,0,18,3.0
3176973,164918,prior,67,2,8,2.0
2372017,164920,prior,12,1,10,6.0
2866091,164929,prior,17,3,14,2.0
1624859,164936,prior,13,1,10,4.0
128223,164941,prior,40,4,14,5.0
336832,164941,prior,49,5,10,3.0
2750261,164941,prior,65,2,12,1.0
1085246,164947,prior,9,5,14,8.0
989555,164956,prior,3,6,21,15.0
424476,164956,prior,7,5,17,30.0
1246470,164956,prior,9,0,15,29.0
2847992,164985,prior,2,3,17,30.0
2173686,164985,prior,4,2,10,15.0
1657364,164985,prior,5,0,18,26.0
2105429,165000,prior,2,3,12,13.0
1802496,165000,prior,3,4,12,8.0
3181421,165002,prior,25,0,14,7.0
2499540,165016,prior,1,0,9,
2881205,165021,prior,1,2,18,
1041129,165035,prior,1,0,13,
630086,165049,prior,5,1,23,0.0
1446896,165049,prior,9,0,15,1.0
1160530,165049,prior,14,6,10,5.0
875084,165050,prior,1,2,19,
2384155,165074,prior,5,0,9,30.0
3376892,165081,prior,2,2,19,23.0
2188529,165087,prior,2,5,2,12.0
1882907,165087,prior,3,1,23,17.0
1988194,165097,prior,10,2,17,30.0
3198354,165097,prior,11,0,11,19.0
2326248,165097,prior,13,0,10,14.0
3166857,165124,prior,5,1,10,16.0
1083770,165142,prior,43,0,9,21.0
2727439,165145,prior,4,2,20,24.0
1210330,165180,prior,7,0,14,7.0
2475068,165180,prior,8,6,15,6.0
585667,165201,prior,3,4,14,2.0
2328999,165201,prior,15,4,15,10.0
2503103,165206,prior,7,5,8,30.0
2551761,165214,prior,9,5,12,17.0
2258236,165224,prior,2,1,10,30.0
939527,165224,prior,3,6,14,12.0
3406324,165224,prior,4,3,8,4.0
1937491,165224,prior,6,1,11,30.0
1253013,165225,prior,8,2,20,30.0
1964394,165235,prior,52,4,9,2.0
2017603,165235,prior,62,5,8,1.0
2548942,165235,prior,73,4,9,3.0
814497,165235,prior,81,5,15,3.0
1043656,165235,prior,86,1,15,4.0
931673,165235,prior,90,6,14,3.0
3040300,165253,prior,14,1,8,7.0
2479948,165253,prior,17,0,13,7.0
1183906,165253,prior,32,6,15,0.0
2628652,165253,prior,35,0,13,9.0
210009,165253,prior,42,0,10,8.0
1054092,165260,prior,1,2,13,
1163418,165286,prior,1,5,11,
3174509,165288,prior,6,4,20,6.0
2097527,165288,prior,11,3,14,8.0
2491136,165288,prior,14,5,12,9.0
490866,165288,prior,18,3,10,9.0
2703034,165288,prior,20,4,13,11.0
2653716,165288,prior,25,1,17,7.0
2756887,165288,prior,29,4,9,9.0
2989150,165292,prior,4,6,15,6.0
131569,165292,prior,28,6,12,16.0
37268,165292,prior,35,6,7,6.0
2479098,165298,prior,2,5,15,4.0
2581295,165298,prior,24,4,18,27.0
2492843,165309,prior,4,3,19,16.0
1547331,165309,prior,5,3,15,30.0
1470826,165309,prior,6,1,11,30.0
3359767,165321,prior,1,0,19,
579445,165321,prior,3,0,18,6.0
3107570,165322,prior,9,4,12,8.0
2595482,165323,prior,5,4,15,12.0
2087856,165337,prior,7,6,13,6.0
1895458,165337,prior,21,1,19,8.0
2040293,165337,prior,23,0,18,6.0
3053606,165337,prior,26,0,9,7.0
879344,165343,prior,9,0,14,9.0
2279052,165356,prior,1,5,9,
3078231,165360,prior,3,0,13,6.0
3276936,165363,prior,6,2,16,5.0
1591037,165369,prior,5,4,14,30.0
937249,165375,prior,11,3,21,5.0
1216335,165377,prior,11,5,9,16.0
2487507,165415,prior,10,1,9,30.0
744662,165418,prior,1,2,13,
644207,165418,prior,3,2,14,20.0
3312510,165423,prior,16,0,15,3.0
1015704,165435,prior,6,6,10,30.0
228195,165438,prior,4,4,15,30.0
953653,165440,prior,1,2,11,
1962913,165440,prior,8,2,21,6.0
2913330,165460,prior,10,1,14,17.0
147584,165464,prior,13,2,16,5.0
881469,165464,prior,15,2,13,11.0
2632792,165466,prior,30,1,13,7.0
1339736,165470,prior,3,1,12,28.0
2497289,165476,prior,1,1,10,
957673,165476,prior,3,6,18,19.0
740984,165497,prior,9,2,6,30.0
677822,165516,prior,1,1,17,
641511,165556,prior,17,3,13,24.0
189612,165556,prior,18,4,9,8.0
256169,165567,prior,3,4,17,12.0
3057010,165572,prior,3,6,22,24.0
1505997,165576,prior,4,6,21,13.0
287801,165576,prior,6,6,13,7.0
2831063,165576,prior,7,6,13,7.0
3358014,165576,prior,9,0,8,4.0
3418830,165593,prior,11,0,13,1.0
1170705,165593,prior,14,6,14,6.0
1616343,165593,prior,19,3,14,15.0
2837625,165593,prior,21,1,19,1.0
1923956,165594,prior,6,1,21,3.0
2694508,165603,prior,3,2,16,16.0
292672,165623,prior,13,0,13,0.0
3279400,165628,prior,12,2,7,15.0
1260272,165645,prior,7,5,12,4.0
1664500,165663,prior,1,5,11,
774336,165669,prior,17,6,15,2.0
3368704,165678,prior,5,5,16,30.0
1241334,165699,prior,3,6,15,9.0
3327689,165699,prior,7,2,8,30.0
417952,165704,prior,1,3,8,
1956901,165704,prior,6,6,15,3.0
3102174,165704,prior,9,0,18,4.0
3309689,165704,prior,11,4,10,2.0
1884272,165704,prior,12,1,18,4.0
2806898,165704,prior,13,0,11,6.0
2708558,165704,prior,14,3,7,3.0
1080,165704,prior,15,0,11,4.0
1946968,165704,prior,16,2,12,2.0
46937,165704,prior,17,4,11,2.0
1597070,165704,prior,19,2,10,5.0
742101,165704,prior,21,6,7,3.0
1974871,165704,prior,22,1,8,2.0
814349,165704,prior,23,6,12,5.0
3038183,165704,prior,26,6,13,3.0
808798,165704,prior,34,3,9,1.0
3316266,165704,prior,37,2,11,6.0
1635625,165704,prior,39,3,11,3.0
931070,165704,prior,40,1,8,5.0
509551,165704,prior,44,2,10,5.0
1833442,165704,prior,45,4,7,2.0
1619801,165704,prior,46,1,7,4.0
1552952,165704,prior,47,3,7,2.0
2212273,165704,prior,48,5,9,2.0
2441598,165704,prior,70,1,11,5.0
2926986,165704,prior,72,1,10,20.0
1796567,165704,prior,74,1,12,3.0
2911127,165716,prior,11,1,17,13.0
1978789,165716,prior,23,1,13,8.0
2065914,165725,prior,14,0,9,17.0
493706,165725,prior,16,1,15,16.0
1379643,165725,prior,17,2,12,1.0
3229723,165727,prior,6,0,11,15.0
89839,165742,prior,4,1,12,8.0
2521531,165742,prior,5,0,10,30.0
2036686,165746,prior,8,5,11,4.0
2681422,165752,prior,3,0,13,13.0
337583,165752,prior,4,1,9,8.0
2447987,165752,prior,6,2,11,19.0
2397510,165752,prior,7,0,10,30.0
750578,165752,prior,10,3,6,8.0
2142850,165752,prior,12,3,17,16.0
879414,165752,prior,13,1,8,12.0
1743952,165752,prior,18,0,7,18.0
80709,165759,prior,5,6,15,30.0
1837475,165759,prior,9,4,20,21.0
93903,165766,prior,11,1,16,8.0
2253136,165769,prior,4,2,16,9.0
1982936,165769,prior,5,4,17,9.0
507734,165769,prior,6,0,14,10.0
1944714,165769,prior,8,1,18,20.0
1526525,165769,prior,13,4,15,6.0
3329858,165784,prior,12,3,15,9.0
550728,165792,prior,12,5,12,1.0
1740488,165792,prior,19,5,14,10.0
1489075,165792,prior,20,1,12,3.0
2291961,165792,prior,22,1,10,4.0
355723,165792,prior,27,0,13,1.0
1131877,165792,prior,38,5,14,2.0
1959764,165792,prior,54,6,9,3.0
1544803,165792,prior,57,0,10,3.0
1187890,165792,prior,58,4,20,11.0
2932482,165792,prior,59,3,16,6.0
2671131,165798,prior,5,2,15,11.0
63275,165802,prior,28,4,14,3.0
2163904,165810,prior,8,4,14,6.0
3189267,165812,prior,17,6,12,21.0
15148,165812,prior,18,6,16,14.0
1303639,165812,prior,19,1,15,16.0
56515,165815,prior,1,0,19,
387427,165817,prior,14,1,17,3.0
2517411,165817,prior,15,0,13,6.0
777845,165817,prior,17,0,11,14.0
2194886,165817,prior,19,1,18,8.0
1572863,165817,prior,22,6,13,6.0
2165383,165817,prior,23,2,15,10.0
3310160,165817,prior,24,1,10,6.0
1995360,165820,prior,52,0,10,1.0
2837498,165826,prior,4,5,9,28.0
116646,165835,prior,8,0,8,30.0
1117112,165836,prior,6,0,11,6.0
2624571,165846,prior,13,1,7,20.0
1193953,165846,prior,14,5,15,4.0
244300,165854,prior,13,2,20,11.0
2447016,165860,prior,2,0,11,7.0
1289155,165860,prior,6,0,17,3.0
1568062,165860,prior,9,1,16,5.0
3292220,165860,prior,10,0,10,6.0
2448564,165860,prior,13,0,13,2.0
585030,165860,prior,14,6,9,6.0
2572855,165860,prior,17,3,8,3.0
2353306,165860,prior,19,1,14,12.0
2367667,165860,prior,21,0,16,5.0
2041750,165860,prior,23,0,13,5.0
2062055,165860,prior,24,0,17,7.0
3175508,165860,prior,27,0,10,7.0
1733023,165860,prior,37,1,16,15.0
1880330,165860,prior,43,0,15,7.0
3318579,165860,prior,46,2,19,2.0
1929084,165876,prior,2,1,19,30.0
1648507,165876,prior,4,5,9,30.0
2075636,165876,prior,5,6,14,15.0
2656602,165876,prior,6,1,13,16.0
515993,165876,prior,8,3,11,10.0
2005138,165876,prior,9,1,22,30.0
704726,165879,prior,11,3,20,7.0
3330656,165879,prior,14,2,17,1.0
2517601,165879,prior,17,4,14,1.0
1832813,165883,prior,1,6,15,
1728704,165891,prior,5,6,18,4.0
3178826,165898,prior,1,6,12,
394411,165898,prior,2,0,9,8.0
389894,165898,prior,3,1,10,8.0
2847791,165898,prior,5,1,22,8.0
2697106,165898,prior,23,0,9,8.0
1081404,165898,prior,30,5,16,9.0
1461556,165949,prior,2,5,9,12.0
401738,165950,prior,1,0,19,
1383931,165953,prior,53,4,13,11.0
1252873,165953,prior,68,5,16,2.0
1645846,165953,prior,69,1,10,3.0
2436876,165955,prior,4,1,17,27.0
293749,165955,prior,5,6,11,19.0
720688,165984,prior,3,4,9,30.0
2978417,165984,prior,6,2,12,27.0
3414696,165984,prior,8,4,14,15.0
2882708,165991,prior,4,4,6,22.0
2446018,166007,prior,11,3,16,4.0
1718746,166007,prior,18,3,9,3.0
3302689,166015,prior,10,3,11,22.0
838483,166020,prior,2,2,17,7.0
2620059,166020,prior,3,1,19,20.0
2460467,166032,prior,1,3,18,
634565,166032,prior,6,1,15,12.0
3251053,166042,prior,2,1,15,3.0
1081918,166042,prior,4,4,7,3.0
229899,166042,prior,6,3,17,10.0
2621936,166065,prior,2,1,19,15.0
3265921,166069,prior,2,0,15,15.0
23583,166094,prior,31,2,16,9.0
2810856,166099,prior,2,0,8,30.0
1571300,166099,prior,3,4,18,30.0
2223957,166099,prior,10,3,13,9.0
166905,166099,prior,21,2,12,7.0
2786773,166099,prior,24,3,22,9.0
2872258,166099,prior,37,0,22,4.0
2557771,166099,prior,38,5,12,5.0
2899396,166099,prior,42,2,10,6.0
1266066,166121,prior,4,4,13,23.0
1126178,166121,prior,5,0,15,10.0
101425,166121,prior,6,0,12,7.0
8428,166141,prior,26,3,17,3.0
2805466,166143,prior,1,6,0,
417944,166143,prior,3,2,10,10.0
1829708,166144,prior,7,2,17,4.0
3094371,166149,prior,15,5,12,11.0
2880890,166149,prior,23,5,16,10.0
2794051,166149,prior,28,2,10,6.0
1455748,166167,prior,3,1,12,4.0
2894901,166167,prior,4,2,12,30.0
2816202,166177,prior,8,5,16,12.0
2936517,166177,prior,9,0,7,9.0
383991,166177,prior,23,5,13,5.0
908902,166177,prior,25,5,13,14.0
2429633,166183,prior,2,5,8,2.0
656556,166186,prior,1,4,11,
1216799,166219,prior,3,1,14,23.0
2062123,166219,prior,4,3,12,23.0
1812774,166227,prior,13,4,13,24.0
3256028,166237,prior,1,4,12,
301721,166255,prior,16,2,13,13.0
3028745,166265,prior,12,6,5,8.0
3116606,166265,prior,17,3,9,9.0
2632269,166270,prior,5,2,17,8.0
1020837,166274,prior,3,1,13,11.0
776237,166274,prior,4,4,12,10.0
2066065,166274,prior,5,0,9,17.0
391059,166282,prior,2,0,17,30.0
2140277,166282,prior,4,0,14,30.0
767193,166283,prior,3,0,16,15.0
3180679,166283,prior,5,0,21,7.0
